WER,BLEU,diff_ref_hyp,diff_hyp_ref,reference,hypothese,id
0.11,0.831,des menschenhandels,von menschenhandel,der kanton bern nimmt bereits heute eine sehr aktive und vorbildliche rolle in der bekämpfung des menschenhandels wahr,der kanton bern nimmt bereits heute eine sehr aktive und vorbildliche rolle in der bekämpfung von menschenhandel wahr,1196  69a5fa54-39c0-453e-bc6a-afe336729303
0.11,0.88,,also,seit 2012 steht dieser zusammenschluss mit murten im raum,also seit 2012 steht dieser zusammenschluss mit murten im raum,1417  7aff84d6-b86f-48ab-88eb-7a412649cc09
0.11,0.69,sieht eine,sind den,die fdpfraktion sieht keinen spielraum für eine erhöhung der wirtschaftlichen sozialhilfe und folgt damit der empfehlung der regierung,die fdpfraktion sind keinen spielraum für den erhöhung der wirtschaftlichen sozialhilfe und folgt damit der empfehlung der regierung,2793  f0f51339-934c-45ff-ae82-77a839459b8a
0.11,0.61,hingegen,,ganz anders sieht es hingegen in den randregionen aus,ganz anders sieht es in den randregionen aus,1010  87ffc197-7346-43cb-a755-b89d2add7cbd
0.11,0.744,aussenbeziehungen betreffend,ausbildungenbetrifft was,auch vonseiten der kommission wird die zusammenarbeit mit der regierung betreffend die aussenbeziehungen nach anfänglichen schwierigkeiten als positiv bewertet,auch vonseiten der kommission wird die zusammenarbeit mit der regierung was die ausbildungenbetrifft nach anfänglichen schwierigkeiten als positiv bewertet,2396  d3ba9029-f3b2-4fdc-84e3-7c668d4a98a1
0.11,0.751,bestreiten,gehen,wir bestreiten diesen kredit in keiner art und weise,wir gehen diesen kredit in keiner art und weise,80  6feccb3a-c37a-4d33-9c08-e7cbdd969c78
0.11,0.882,und,,und da hilft natürlich diese motion brönnimann recht mit,da hilft natürlich diese motion brönnimann recht mit,2470  3f7bca01-8753-4d0d-8d65-8c683c04f6c0
0.11,0.751,endet,ändert,gleichstellung endet halt nicht bei der gleichstellung der frauen,gleichstellung ändert halt nicht bei der gleichstellung der frauen,138  2511858c-c195-4c34-ac3f-9f463f917349
0.11,0.61,eben,,nur weil er eben etwas zu schnell gefahren ist,nur weil er etwas zu schnell gefahren ist,1467  fe346a17-8752-407f-9b8e-5c52a2282a15
0.11,0.863,darüber,da,darüber wären wir natürlich in bern nicht so glücklich,da wären wir natürlich in bern nicht so glücklich,1541  e01b4775-72f2-4512-949c-e6f9c991db70
0.11,0.741,,,gerade für gutverdienende familien mit mehreren vorschulkindern lohnt sich eine erhöhung des erwerbspensums oft nicht oder nur bedingt,gerade für gutverdienende familien mit mehreren vorschulkindern lohnt sich oft eine erhöhung des erwerbspensums nicht oder nur bedingt,3129  fd192a58-a234-4806-9b41-c1307f860289
0.11,0.597,ziffern,punkten,die bdp wird in allen ziffern die regierung unterstützen,die bdp wird in allen punkten die regierung unterstützen,193  86a57bca-7480-4c9d-8f76-01e229dcb385
0.11,0.661,dem,das,es ist ein thema der fahrenden dem ist so,es ist ein thema der fahrenden das ist so,2939  b9903014-f56a-4b00-ad8c-9410041e08f8
0.11,0.661,diese,bei,so können sich die meisten hausbesitzer diese nachrüstung leisten,so können sich die meisten hausbesitzer bei nachrüstung leisten,2549  b2068e53-1083-4562-9a94-ac7f4bb13a0e
0.11,0.667,grösstmögliche das,grossmögliche die,in der edufraktion wollen wir eine grösstmögliche wiederverwertung des baumaterials das aus dem abbruch und den rückbauarbeiten anfällt,in der edufraktion wollen wir eine grossmögliche wiederverwertung des baumaterials die aus dem abbruch und den rückbauarbeiten anfällt,13  ae49c4be-003e-44f6-8df0-8e5f15e3b1a1
0.12,0.613,nr,,deshalb lehnen wir die planungserklärung nr 4 ab,deshalb lehnen wir die planungserklärung 4 ab,2202  8c546428-9413-4c2d-b577-8702c8a7caaf
0.12,0.595,steht,statt,die spjusopsafraktion steht dieser veränderung grundsätzlich positiv gegenüber,die spjusopsafraktion statt dieser veränderung grundsätzlich positiv gegenüber,3249  a852c41f-5bec-4c43-979e-8617571fd574
0.12,0.749,zu formulieren,formuliert,die hier verlangte ausnahmeregelung im kantonalen gesetz zu formulieren ist aus meiner sicht definitiv nicht sinnvoll,die hier verlangte ausnahmeregelung im kantonalen gesetz formuliert ist aus meiner sicht definitiv nicht sinnvoll,1776  1655fe2c-2df1-4d1a-a369-1327ee47dfab
0.12,0.841,postulanten,motionärs,dieser vorstoss gründet auf persönliche erfahrungen des postulanten,dieser vorstoss gründet auf persönliche erfahrungen des motionärs,2212  b4f5fba4-37eb-407c-ae81-72915f028324
0.12,0.863,,der,kostenpunkt pro kreisel bis zu 150 000 franken,der kostenpunkt pro kreisel bis zu 150 000 franken,2519  37937dae-73b8-4166-9ed0-c65f9da9f58e
0.12,0.661,,also,sie dürfen nicht für kultische zwecke verwendet werden,sie dürfen also nicht für kultische zwecke verwendet werden,1217  01b8e894-288f-4037-bb08-43d0d7a74deb
0.12,0.841,gestalten,gestaltet,nicht so in den fächern sport und gestalten,nicht so in den fächern sport und gestaltet,251  ee558a0e-42aa-40d7-89d7-cdbe7159ea27
0.12,0.831,,den,viertens die mehreinnahmen aus der motorfahrzeugsteuer sind für die senkung der steuern der natürlichen personen zu verwenden,viertens zu den mehreinnahmen aus der motorfahrzeugsteuer sind für die senkung der steuern der natürlichen personen zu verwenden,3177  62468b72-e944-4aca-a8e8-3240fa0e8e05
0.12,0.867,die,,die ziffer 2 fordert eine aufnahmepflicht für alle,ziffer 2 fordert eine aufnahmepflicht für alle,1056  48bf7286-7d40-4b3a-b015-71e07249dcc3
0.12,0.661,,uns,das ist auch der job innerhalb der fraktion,das ist uns auch der job innerhalb der fraktion,1795  cbe43751-740f-464a-8056-c68f0c6da64c
0.12,0.707,regierungsrats,regierungsrates,dazu genügt uns die antwort des regierungsrats nicht,dazu genügt uns die antwort des regierungsrates nicht,81  4b21a164-5d5c-47e9-b372-ccdc79dc5396
0.12,0.515,,,den rückweisungs und den eventualantrag lehnen wir ab,den rückweisungs und eventualantrag lehnen wir ab,375  846145d3-3e55-4245-8f52-e0f69047a6e5
0.12,0.661,,nämlich,es geht auch um die schülerinnen und schüler,es geht nämlich auch um die schülerinnen und schüler,1308  5d21a946-b91d-409f-ad53-b707018d7bb5
0.12,0.808,campusse bielbienne,bienn biel campus,auf der einen seite muss der ordentliche betrieb laufen und auf der anderen seite laufen die ganzen vorbereitungen für die campusse bielbienne und bern,auf der einen seite muss der ordentliche betrieb laufen und auf der anderen seite laufen die ganzen vorbereitungen für campus biel bienn und bern,1912  4ffcfaac-8ec1-4415-b30d-05f2c630fae0
0.12,0.811,wenig ein,etwas,es ist dringend nötig dass wir die natürlichen personen im kanton bern steuerlich ein wenig entlasten,es ist dringend nötig dass wir die natürlichen personen im kanton bern steuerlich etwas entlasten,2872  f9a88651-9022-48f4-a392-df5ec213d8b4
0.12,0.783,würden,dies würde,das gewerbe und ein grosser teil der bevölkerung im mittleren und oberen emmental würden das nicht begreifen,das gewerbe und ein grosser teil der bevölkerung im mittleren und oberen emmental würde dies nicht begreifen,2709  b0bb36cf-6f0a-4c70-b470-c8086fae0e44
0.12,0.613,andere,,deshalb lehnen wir auch die andere planungserklärung ab,deshalb lehnen wir auch die planungserklärung ab,3050  0d290ab3-401e-4904-9d8e-8eb631a68abc
0.12,0.745,als dazu entlohnung,entlöhnung hinzu,dazu kommt dass der punkt 2 des antrags eigentlich nichts anderes bedeutet als dass der kanton keine beiträge für die entlohnung der geistlichen mehr leisten dürfte,hinzu kommt dass der punkt 2 des antrags eigentlich nichts anderes bedeutet dass der kanton keine beiträge für die entlöhnung der geistlichen mehr leisten dürfte,850  92db28db-23fb-4781-8aab-8b0c1180e0c0
0.12,0.595,soll,stellt,die erklärung soll auch nicht einzelne massnahmen beinhalten,die erklärung stellt auch nicht einzelne massnahmen beinhalten,570  770c00d8-f946-417a-94f7-4a27191a7cd3
0.12,0.745,lange so können,solange,eine kleine gemeinde kann nämlich so lange die behörden gestellt werden können und man die finanzen im griff hat sogar eine bereicherung für den kanton darstellen,eine kleine gemeinde kann nämlich solange die behörden gestellt werden und man die finanzen im griff hat sogar eine bereicherung für den kanton darstellen,1337  584c900e-8d12-4fb2-bf4d-58cd7082a325
0.12,0.696,teilnahmerate krebsliga,krebsligan den teilnahmeraten,wegen geringer teilnahmerate und nicht erfüllten qualitätskriterien wurde der vertrag mit der bernischen krebsliga gekündigt und nach einem unterbruch hat man einen programmwechsel vorgenommen,wegen geringer teilnahmeraten und nicht erfüllten qualitätskriterien wurde der vertrag mit den bernischen krebsligan gekündigt und nach einem unterbruch hat man einen programmwechsel vorgenommen,1673  8032ba7b-6cec-46d2-96c8-f90c90bcd2cd
0.12,0.595,anfangsmieten,anfangsmieter,die berechneten anfangsmieten können teilweise nicht realisiert werden,die berechneten anfangsmieter können teilweise nicht realisiert werden,565  6c890014-2b13-423a-9c69-3f32bd53c699
0.12,0.745,vielmehr,zudem um,vielmehr geht es darum eine kantonale publikation und dienstleistung an die heutigen bedürfnisse und erfordernisse anzupassen,zudem geht es darum eine kantonale publikation um dienstleistung an die heutigen bedürfnisse und erfordernisse anzupassen,607  db157f57-08a1-4346-8b35-ac4b6dbe2a91
0.12,0.775,können hat,konnte,qualität und nutzen hat die gsok feststellen können dass das neue screeningprogramm donna der krebsliga ostschweiz den ansprüchen gerecht wird und den anforderungen auch entspricht,die qualität und nutzen konnte die gsok feststellen dass das neue screeningprogramm donna der krebsliga ostschweiz den ansprüchen gerecht wird und den anforderungen auch entspricht,1579  44f4849d-bd8d-4108-9d29-21d49f5226a4
0.12,0.867,auch,,auch aus diesen gründen ist eine personalaufstockung zwingend,aus diesen gründen ist eine personalaufstockung zwingend,1889  47d17d8e-9bd6-4be5-956d-ebe38650bf63
0.12,0.515,denn,,nur ist es denn wirklich eine gerechte motion,nur ist es wirklich eine gerechte motion,1837  b5d33a38-858f-49e9-99c9-74e625ca87e3
0.12,0.654,zu muss,,in diesem bereich müssen schnittstellen zum bund aber auch zu anderen kantonen klar definiert werden und dabei muss eben auch der personalbedarf ausgewiesen werden,in diesem bereich müssen schnittstellen zum bund aber auch anderen kantonen klar definiert und dabei eben auch der personalbedarf ausgewiesen werden,3228  e4f00602-136e-4881-8a0a-2f4a4a1491ba
0.12,0.861,wurde insbesondere,wurden deshalb,insbesondere sind wir froh dass auf die unsägliche karte mit den scheinbar sinnvollen grenzen verzichtet wurde,deshalb sind wir froh dass auf die unsägliche karte mit den scheinbar sinnvollen grenzen verzichtet wurden,1345  e5345a6a-8dc9-4e0c-851a-0451cbd31418
0.12,0.597,,hier,ich werde mich nicht zu den regionalkonferenzen äussern,ich werde mich hier nicht zu den regionalkonferenzen äussern,2441  b8419dea-15c4-4d86-8ecf-01b31dc6d8c5
0.12,0.595,deshalb,darum,und genau deshalb sollte man diese motion unterstützen,und genau darum sollte man diese motion unterstützen,471  d9c361ef-ef6c-4909-9933-e529ca3ba81f
0.12,0.841,gesetze,gesetzt,auch die fdp will nicht noch mehr gesetze,auch die fdp will nicht noch mehr gesetzt,2571  97fac4a3-283e-4303-91f0-2a524724bcb9
0.12,0.78,sie sanften moderators,samstag moderats den,wir erwarten von der regierung dass sie sanften druck ausübt und möchten dass der kanton aktiv strategische fusionen fördert und dabei die rolle des moderators übernimmt,wir erwarten von der regierung dass samstag den druck ausübt und möchten dass der kanton aktiv strategische fusionen fördert und dabei die rolle des moderats übernimmt,3146  02d8917b-7207-4b1d-9845-006443d4e9cf
0.12,0.841,dies,das,dies ist für die betroffenen personen natürlich schwierig,das ist für die betroffenen personen natürlich schwierig,919  ee727f41-e5d5-4030-8919-744a1a968d56
0.12,0.796,zigeunern diesen,zygünern den,es ist nicht die aufgabe der öffentlichen hand des kantons bern diesen zigeunern die aus dem ausland kommen einen standplatz zur verfügung zu stellen,es ist nicht die aufgabe der öffentlichen hand des kantons bern den zygünern aus dem ausland kommen einen standplatz zur verfügung zu stellen,418  51188802-d44a-4123-917d-6a282019ddf0
0.12,0.797,2012 2017 bis,2012017,im kanton bern wurde das programm aufgrund der angenommenen motion heuberger in den jahren 2012 bis 2017 durch die bernische krebsliga aufgebaut und durchgeführt,im kanton bern wurde das programm aufgrund der angenommenen motion heuberger in den jahren 2012017 durch die bernische krebsliga aufgebaut und durchgeführt,2742  3b6ae409-1482-4719-a3ce-18627646213e
0.12,0.713,zu erhalten,,uns ist wichtig dass menschen aus dem ausland die gelegenheit erhalten in der schweiz eingebürgert zu werden,uns ist wichtig dass menschen aus dem ausland die gelegenheit in der schweiz eingebürgert werden,412  2349377a-91a8-4575-9925-0647ae376bd1
0.12,0.642,am den,einen dem,der bundesrat hat den entwurf des abkommenstexts am 7 dezember 2018 veröffentlicht ohne sich dazu zu äussern,der bundesrat hat einen entwurf des abkommenstexts dem 7 dezember 2018 veröffentlicht ohne sich dazu zu äussern,1405  10836545-c63c-44e3-b600-33c1092c1f4b
0.12,0.729,tun,,es gibt nichts das wir nicht tun können,es gibt nichts das wir nicht können,462  2b280f7e-482c-40c4-8975-c5995ee404de
0.12,0.613,durch und,an der,die medizinische grundversorgung durch hausärzte ist unbestritten ein wichtiger effizienter und kostengünstiger pfeiler in unserem gesundheitssystem,die medizinische grundversorgung der hausärzte ist unbestritten ein wichtiger effizienter an kostengünstiger pfeiler in unserem gesundheitssystem,1630  3d887c5c-56d6-42fb-ad0d-21066a6f7aac
0.12,0.762,gewählt haben,eben gewährt,diese menschen wollen sich anpassen und integrieren denn sie haben die schweiz als ihren neuen lebensmittelpunkt gewählt,diese menschen wollen sich anpassen und integrieren denn sie eben die schweiz als ihren neuen lebensmittelpunkt gewährt,1241  4f76817e-c289-470b-8839-6713754a94a6
0.12,0.645,lassen übertäter,übeltäter,bereits jetzt kann man die übertäter sanktionieren und ihre fahrzeuge nachprüfen lassen oder aus dem verkehr ziehen,bereits jetzt kann man die übeltäter sanktionieren und ihre fahrzeuge nachprüfen oder aus dem verkehr ziehen,2175  697326f7-bc26-4258-86d9-162b1b7120d7
0.12,0.75,schule,,die schweizerschule in bogotá ist eine privatschule eine teure privatschule eine schule für die finanzielle oberschicht,die schweizerschule in bogotá ist eine privatschule eine teure privatschule für die finanzielle oberschicht,821  d25b0ae4-bcdf-48f8-b90d-8166421ce1c1
0.12,0.77,bundesbeitrag gestiegen,bundesbeitrage die gesteigen,und wenn man gleichzeitig weiss dass der kantonsbeitrag in dieser zeit nur um 28 prozent gestiegen ist der bundesbeitrag etwas mehr dann muss man sagen,und wenn man gleichzeitig weiss dass der kantonsbeitrag in dieser zeit nur um 28 prozent gesteigen ist die bundesbeitrage etwas mehr dann muss man sagen,793  5747b3c4-0ab0-49ef-aff6-b31b055d2a07
0.12,0.707,benutzt,benützt,diese regelung konnte und kann missbräuchlich benutzt werden,diese regelung konnte und kann missbräuchlich benützt werden,2288  3dfa044d-a920-42b1-b4c5-324a7a294f8a
0.12,0.841,wichtig,richtig,die gesundheit der jungen menschen ist uns wichtig,die gesundheit der jungen menschen ist uns richtig,946  1ca3f304-c9bd-449b-8605-b9ed1d719b60
0.12,0.829,,,im namen der bdpfraktion schliesse ich mich natürlich der motionärin an unserer frau grossrätin anita luginbühl,im namen der bdpfraktion schliesse ich mich natürlich der motionärin unserer frau grossrätin anita luginbühl an,1511  3d9e41ea-be4f-4585-9c11-ce5a97395bae
0.12,0.811,die kommt,der,die regierung kommt zum schluss dass es im kanton bern bereits zahlreiche beratungsangebote und vermittlungsstellen gibt,der regierung zum schluss dass es im kanton bern bereits zahlreiche beratungsangebote und vermittlungsstellen gibt,162  9964a703-7d73-4fd9-af8c-02379e3957d9
0.12,0.819,aufbauen,bauen auch,es ist für uns nachvollziehbar dass der regierungsrat kein neues zentralisiertes gesundheitsversorgungssystem im asylwesen aufbauen will,es ist für uns nachvollziehbar dass der regierungsrat kein neues zentralisiertes gesundheitsversorgungssystem im asylwesen auch bauen will,2909  84ee0306-4cc5-401b-929d-69ff3fd574df
0.12,0.687,der,des den,die motionäre erteilen dem regierungsrat verschiedene aufträge einen reformplan für die sozialhilfe im rahmen der skos,die motionäre erteilen dem regierungsrat verschiedene aufträge einen reformplan für den sozialhilfe im rahmen des skos,2183  59d2b0be-8d94-440d-8f7c-2e04f757afec
