id	target_txt	checkpoint	prediction
932  common_voice_sv-SE_19932426	No, not Alfred.	50	I I the tous the the the the athe the the.
932  common_voice_sv-SE_19932426	No, not Alfred.	1250	We have a name.
932  common_voice_sv-SE_19932426	No, not Alfred.	750	It is not possible.
932  common_voice_sv-SE_19932426	No, not Alfred.	1000	For the love of God!
932  common_voice_sv-SE_19932426	No, not Alfred.	500	What are you doing here?
669  common_voice_sv-SE_18754050	But I need the dynamo.	-	-
669  common_voice_sv-SE_18754050	But I need the dynamo.	250	You don’t know.
669  common_voice_sv-SE_18754050	But I need the dynamo.	50	I I’s the the the the the the athe the the athe.
669  common_voice_sv-SE_18754050	But I need the dynamo.	1250	Can you make water sounds?
669  common_voice_sv-SE_18754050	But I need the dynamo.	750	I borrowed from a man’s man.
669  common_voice_sv-SE_18754050	But I need the dynamo.	1000	My ex-husband’s dad.
669  common_voice_sv-SE_18754050	But I need the dynamo.	500	What are you doing here work and?
406  common_voice_sv-SE_18858835	I interrupted it!	-	-
406  common_voice_sv-SE_18858835	I interrupted it!	250	What are you going?
406  common_voice_sv-SE_18858835	I interrupted it!	50	I I an’the the the the the the athe the the.
406  common_voice_sv-SE_18858835	I interrupted it!	1250	We have to open the gate.
406  common_voice_sv-SE_18858835	I interrupted it!	750	I will do not feel like it.
406  common_voice_sv-SE_18858835	I interrupted it!	1000	I think so too.
406  common_voice_sv-SE_18858835	I interrupted it!	500	What did you want to do that?
928  common_voice_sv-SE_19932408	I love you mother.	-	-
928  common_voice_sv-SE_19932408	I love you mother.	250	What are you going to do?
928  common_voice_sv-SE_19932408	I love you mother.	50	I I an’the the the the the the athe the the.
928  common_voice_sv-SE_19932408	I love you mother.	1250	Where do you want to go?
928  common_voice_sv-SE_19932408	I love you mother.	750	I have a feeling is the closet.
928  common_voice_sv-SE_19932408	I love you mother.	1000	My name is Mr.
928  common_voice_sv-SE_19932408	I love you mother.	500	What are you doing here?
811  common_voice_sv-SE_19624829	I can hardly believe it!	-	-
811  common_voice_sv-SE_19624829	I can hardly believe it!	250	What do you know that?
811  common_voice_sv-SE_19624829	I can hardly believe it!	50	I I an’t the toure the the the the the the.
811  common_voice_sv-SE_19624829	I can hardly believe it!	1250	Maybe for ever.
811  common_voice_sv-SE_19624829	I can hardly believe it!	750	Do you have a solid line?
811  common_voice_sv-SE_19624829	I can hardly believe it!	1000	Have you lost your mind?
811  common_voice_sv-SE_19624829	I can hardly believe it!	500	What are you doing here?
1051  common_voice_sv-SE_18858737	We’re playing dead.	-	-
1051  common_voice_sv-SE_18858737	We’re playing dead.	250	What doesn’t that will have to the cold.
1051  common_voice_sv-SE_18858737	We’re playing dead.	50	You an’t the the the the the the the the the the.
1051  common_voice_sv-SE_18858737	We’re playing dead.	1250	You can die for it.
1051  common_voice_sv-SE_18858737	We’re playing dead.	750	I have not been seeking attention.
1051  common_voice_sv-SE_18858737	We’re playing dead.	1000	Check the surveillance cameras
1051  common_voice_sv-SE_18858737	We’re playing dead.	500	Yes, I don’t know what you will see here.
1223  common_voice_sv-SE_18770439	Which planet are you from?	-	-
1223  common_voice_sv-SE_18770439	Which planet are you from?	250	You can’t have to the comention.
1223  common_voice_sv-SE_18770439	Which planet are you from?	50	You an’the the the the the the athe the the athe the the there care be bousthe che the cathe the the cathe be the the be be berere be berererere berererere berere berere s s cand s the the the the at
1223  common_voice_sv-SE_18770439	Which planet are you from?	1250	Where the hell is the bomb squad?
1223  common_voice_sv-SE_18770439	Which planet are you from?	750	No, but I need to use the ladies’ room.
1223  common_voice_sv-SE_18770439	Which planet are you from?	1000	No, I’m just happy.
1223  common_voice_sv-SE_18770439	Which planet are you from?	500	What are you going to do now, and you do not work?
1471  common_voice_sv-SE_18847637	He managed to save many.	-	-
1471  common_voice_sv-SE_18847637	He managed to save many.	250	What are you going to that?
1471  common_voice_sv-SE_18847637	He managed to save many.	50	I I an’the the the the the the athe the the.
1471  common_voice_sv-SE_18847637	He managed to save many.	1250	He tipped off the police.
1471  common_voice_sv-SE_18847637	He managed to save many.	750	I will help you keep it up.
1471  common_voice_sv-SE_18847637	He managed to save many.	1000	I will do my best to find it.
1471  common_voice_sv-SE_18847637	He managed to save many.	500	What are you going to do now?
91  common_voice_sv-SE_18850263	Aren’t you going to say anything?	-	-
91  common_voice_sv-SE_18850263	Aren’t you going to say anything?	250	What doesn’t that will have to the hat.
91  common_voice_sv-SE_18850263	Aren’t you going to say anything?	50	I I’s the the the the the the athe the the athe the.
91  common_voice_sv-SE_18850263	Aren’t you going to say anything?	1250	So we don’t have to go.
91  common_voice_sv-SE_18850263	Aren’t you going to say anything?	750	So I don’t think we will have anymore.
91  common_voice_sv-SE_18850263	Aren’t you going to say anything?	1000	She is actually my wife.
91  common_voice_sv-SE_18850263	Aren’t you going to say anything?	500	That was what you will do work.
90  common_voice_sv-SE_18850262	It is not fun.	-	-
90  common_voice_sv-SE_18850262	It is not fun.	250	What do you know that?
90  common_voice_sv-SE_18850262	It is not fun.	50	I I an’the the the the the the the the the athe.
90  common_voice_sv-SE_18850262	It is not fun.	1250	It is so annoying.
90  common_voice_sv-SE_18850262	It is not fun.	750	Is it okay to eat after you.
90  common_voice_sv-SE_18850262	It is not fun.	1000	He doesn’t kill with emotion.
90  common_voice_sv-SE_18850262	It is not fun.	500	What are you going to do now?
1275  common_voice_sv-SE_18775007	Your job is crap.	-	-
1275  common_voice_sv-SE_18775007	Your job is crap.	250	What are you going?
1275  common_voice_sv-SE_18775007	Your job is crap.	50	I I atous tous thathe the the athe the the athe.
1275  common_voice_sv-SE_18775007	Your job is crap.	1250	Come on, let’s leave.
1275  common_voice_sv-SE_18775007	Your job is crap.	750	Do you want to leave me?
1275  common_voice_sv-SE_18775007	Your job is crap.	1000	Can you move the bag?
1275  common_voice_sv-SE_18775007	Your job is crap.	500	What are you doing here?
289  common_voice_sv-SE_19582301	What is he talking about?	-	-
289  common_voice_sv-SE_19582301	What is he talking about?	250	What are you going?
289  common_voice_sv-SE_19582301	What is he talking about?	50	I I an’t the toure the the.
289  common_voice_sv-SE_19582301	What is he talking about?	1250	That was more thing!
289  common_voice_sv-SE_19582301	What is he talking about?	750	This is my job.
289  common_voice_sv-SE_19582301	What is he talking about?	1000	What did you find that?
289  common_voice_sv-SE_19582301	What is he talking about?	500	What are you going to do?
391  common_voice_sv-SE_18736952	I want to make something very clear.	-	-
391  common_voice_sv-SE_18736952	I want to make something very clear.	250	You don’t know.
391  common_voice_sv-SE_18736952	I want to make something very clear.	50	You an’t the the the the the the the the the athe.
391  common_voice_sv-SE_18736952	I want to make something very clear.	1250	And it’s eight hundred kilometers away.
391  common_voice_sv-SE_18736952	I want to make something very clear.	750	I have been waiting for one for three years.
391  common_voice_sv-SE_18736952	I want to make something very clear.	1000	I got them from his office.
391  common_voice_sv-SE_18736952	I want to make something very clear.	500	I don’t know what happened the ful.
460  common_voice_sv-SE_18855094	Have faith, father.	-	-
460  common_voice_sv-SE_18855094	Have faith, father.	250	Why do you know that?
460  common_voice_sv-SE_18855094	Have faith, father.	50	You an’the the the the the the the the the.
460  common_voice_sv-SE_18855094	Have faith, father.	1250	If we connect a few.
460  common_voice_sv-SE_18855094	Have faith, father.	750	I told you not to do it.
460  common_voice_sv-SE_18855094	Have faith, father.	1000	Is that my brothers doppelganger?
460  common_voice_sv-SE_18855094	Have faith, father.	500	What are you going to do now, and I want to do you?
135  common_voice_sv-SE_18836293	Where should I put it?	-	-
135  common_voice_sv-SE_18836293	Where should I put it?	250	What are you going?
135  common_voice_sv-SE_18836293	Where should I put it?	50	I I anout tous the the the the the.
135  common_voice_sv-SE_18836293	Where should I put it?	1250	Not that you would turn on.
135  common_voice_sv-SE_18836293	Where should I put it?	750	I will check that.
135  common_voice_sv-SE_18836293	Where should I put it?	1000	I will speak now!
135  common_voice_sv-SE_18836293	Where should I put it?	500	What are you doing here?
871  common_voice_sv-SE_19795635	Will you mope forever?	-	-
871  common_voice_sv-SE_19795635	Will you mope forever?	250	What do you know that?
871  common_voice_sv-SE_19795635	Will you mope forever?	50	I I tous the thathe the the the the the the.
871  common_voice_sv-SE_19795635	Will you mope forever?	1250	Don’t panic.
871  common_voice_sv-SE_19795635	Will you mope forever?	750	It could run a water pump.
871  common_voice_sv-SE_19795635	Will you mope forever?	1000	Don’t even think of show?
871  common_voice_sv-SE_19795635	Will you mope forever?	500	What are you going to do now?
882  common_voice_sv-SE_19845656	I couldn’t bear to sell it.	-	-
882  common_voice_sv-SE_19845656	I couldn’t bear to sell it.	250	What are you going to that?
882  common_voice_sv-SE_19845656	I couldn’t bear to sell it.	50	I I an’the the the the the the the the the athe the the therere the be the there the the the the the the be be the thathe be berere berererere thererererere bere.
882  common_voice_sv-SE_19845656	I couldn’t bear to sell it.	1250	I just wanted my career to move forward.
882  common_voice_sv-SE_19845656	I couldn’t bear to sell it.	750	I have a suite in the penthouse.
882  common_voice_sv-SE_19845656	I couldn’t bear to sell it.	1000	She is actually my wife.
882  common_voice_sv-SE_19845656	I couldn’t bear to sell it.	500	You’re not allowed yourself for the could.
499  common_voice_sv-SE_18716997	I look too ridiculous.	-	-
499  common_voice_sv-SE_18716997	I look too ridiculous.	250	What do you know that?
499  common_voice_sv-SE_18716997	I look too ridiculous.	50	I I an’the the the the the the the the the athe the.
499  common_voice_sv-SE_18716997	I look too ridiculous.	1250	I don’t know what he’s doing.
499  common_voice_sv-SE_18716997	I look too ridiculous.	750	I will let you know.
499  common_voice_sv-SE_18716997	I look too ridiculous.	1000	I don’t know what he’s doing.
499  common_voice_sv-SE_18716997	I look too ridiculous.	500	You are not a comission.
620  common_voice_sv-SE_18853578	Who is it?	-	-
620  common_voice_sv-SE_18853578	Who is it?	250	What are you going?
620  common_voice_sv-SE_18853578	Who is it?	50	I I anout tous the the.
620  common_voice_sv-SE_18853578	Who is it?	1250	When did you leave?
620  common_voice_sv-SE_18853578	Who is it?	750	Goodbye for now.
620  common_voice_sv-SE_18853578	Who is it?	1000	Goodbye for now.
620  common_voice_sv-SE_18853578	Who is it?	500	What do you mean?
1397  common_voice_sv-SE_20021447	It’s natural.	-	-
1397  common_voice_sv-SE_20021447	It’s natural.	250	What are you going?
1397  common_voice_sv-SE_20021447	It’s natural.	50	I I an’t the toure the the.
1397  common_voice_sv-SE_20021447	It’s natural.	1250	What are you doing here?
1397  common_voice_sv-SE_20021447	It’s natural.	750	What does it matter?
1397  common_voice_sv-SE_20021447	It’s natural.	1000	Have you lost your mind?
1397  common_voice_sv-SE_20021447	It’s natural.	500	What are you going to do?
1433  common_voice_sv-SE_20021663	Because we have a good idea.	-	-
1433  common_voice_sv-SE_20021663	Because we have a good idea.	250	You don’t know.
1433  common_voice_sv-SE_20021663	Because we have a good idea.	50	I I I the toure the the the athe the the the.
1433  common_voice_sv-SE_20021663	Because we have a good idea.	1250	Can you move the bag?
1433  common_voice_sv-SE_20021663	Because we have a good idea.	750	Do you really want to be?
1433  common_voice_sv-SE_20021663	Because we have a good idea.	1000	Can you hold here?
1433  common_voice_sv-SE_20021663	Because we have a good idea.	500	What are you going to do now?
587  common_voice_sv-SE_19354304	It doesn’t matter.	-	-
587  common_voice_sv-SE_19354304	It doesn’t matter.	250	What do you know that?
587  common_voice_sv-SE_19354304	It doesn’t matter.	50	I I an’the the the the the the athe the the.
587  common_voice_sv-SE_19354304	It doesn’t matter.	1250	So I don’t mean.
587  common_voice_sv-SE_19354304	It doesn’t matter.	750	It’s probably a time paradox.
587  common_voice_sv-SE_19354304	It doesn’t matter.	1000	Do you have a solid line?
587  common_voice_sv-SE_19354304	It doesn’t matter.	500	You are not a comision.
853  common_voice_sv-SE_19790565	I need this.	-	-
